code,big,small,holders
5403,31.25,38.85,9489
5410,26.98,57.60,56869
5414,48.11,28.16,5071
5425,28.29,57.32,106226
5426,52.77,37.10,35411
5432,51.40,43.92,5461
5434,38.97,31.00,32366
5438,74.38,19.78,37814
5439,22.93,48.87,35518
5442,14.62,54.80,4827
5443,33.61,53.27,66055
5450,79.37,14.43,11614
5452,38.51,49.76,68989
5455,89.00,3.31,3412
5457,46.26,38.71,17166
5460,38.44,33.17,31500
5464,58.83,17.90,4628
5465,68.79,22.93,7746
5467,82.80,9.09,1832
5468,60.76,26.05,6016
5469,68.18,21.71,36431
5471,18.53,61.70,68662
5473,0.00,99.96,2482
5474,48.50,37.34,7889
5475,17.93,69.11,61639
5478,72.96,15.24,41306
5481,56.07,20.98,42054
5483,52.96,34.72,151156
5484,33.97,57.22,33856
5487,47.88,17.77,7097
5488,34.18,37.30,41157
5489,82.62,10.09,3141
5490,25.61,49.75,69654
5492,98.66,1.31,1371
5493,25.01,39.88,5543
5497,15.67,49.85,4829
5498,29.96,58.12,69480
5501,24.30,48.78,6087
5505,50.79,21.35,5918
5506,58.45,19.96,7574
5508,65.86,26.22,18206
5511,59.92,19.49,6006
5512,54.74,27.16,78088
5514,87.59,4.48,10316
5515,63.26,19.09,11393
5516,60.51,15.55,1767
5519,51.16,33.14,18222
5520,73.58,7.56,1223
5521,52.84,29.37,62892
5522,85.90,8.76,17969
5523,89.24,4.10,2555
5524,11.60,46.40,3909
5525,84.14,6.97,4810
5529,68.05,15.55,11368
5530,79.43,11.50,11639
5531,83.46,9.52,14778
5532,5.88,30.92,820
5533,71.24,11.01,5548
5534,58.86,24.65,23019
5536,35.82,26.74,32759
5538,92.45,3.44,1300
5541,76.05,2.81,86
5543,50.34,11.40,1055
5546,76.10,7.58,1321
5547,58.82,17.79,1427
5548,58.19,22.60,2439
5601,47.23,9.58,866
5603,49.79,36.58,30045
5604,52.82,18.22,10906
5607,70.48,16.07,17008
5608,24.73,60.55,91389
5609,46.28,38.62,37843
5701,49.24,34.41,51585
5702,0.00,91.14,1936
5703,83.83,7.33,1937
5704,79.45,14.20,3375
5706,34.27,53.79,28277
5810,69.02,20.56,48611
5848,100.00,0.00,1
5859,96.13,1.70,3567
5863,77.08,12.21,27079
5864,60.77,20.27,15108
5867,100.00,0.00,1
5871,64.84,22.36,114497
5871A,59.67,19.10,8083
5876,83.38,4.66,49990
5878,54.25,22.48,1789
5880,71.46,16.33,409528
5901,77.87,13.27,5001
5902,81.34,9.60,2583
5903,88.19,7.16,17316
5904,75.44,16.56,98740
5905,40.56,40.88,45784
5906,82.47,6.37,958
5907,64.12,20.30,5470
6005,66.88,22.30,118736
6015,44.28,34.97,73037
6016,45.04,34.24,79103
6020,96.26,2.18,1898
6021,86.97,5.32,4018
6023,80.96,11.55,18472
6024,65.60,23.97,17306
6026,41.56,34.16,43739
6027,93.72,2.34,830
6028,50.64,19.48,1568
6030,100.00,0.00,1
6031,100.00,0.00,1
6035,83.85,3.79,2285
6038,100.00,0.00,1
6039,100.00,0.00,1
6040,100.00,0.00,1
6101,78.64,8.04,3354
6103,83.83,7.52,3148
6104,12.26,69.23,56034
6107,34.70,43.33,5291
6108,49.33,30.80,51867
6109,36.59,33.72,34349
6110,7.19,51.71,2628
6111,40.57,46.49,45754
6112,55.63,36.01,34125
6113,52.17,36.42,8232
6114,65.48,19.95,5395
6115,56.05,32.70,14268
6116,40.49,50.31,364227
6117,49.94,37.68,13966
6118,51.70,36.84,8899
6120,55.29,31.23,59802
6121,48.33,20.42,19709
6122,23.04,55.74,35163
6123,33.34,43.92,10365
6124,92.35,5.93,8929
6125,30.62,58.90,91585
6126,32.47,52.60,70381
6127,16.65,71.04,74202
6128,54.75,28.17,7497
6129,12.85,74.07,32912
6130,48.99,23.53,29468
6131,29.63,39.83,5934
6132,15.68,42.27,4749
6133,42.96,40.24,22374
6134,48.45,37.29,17708
6135,34.27,45.77,7554
6136,34.69,41.17,44986
6137,26.71,43.34,11232
6138,33.96,42.41,31333
6139,51.72,27.99,55276
6140,34.47,47.90,9837
6141,38.46,39.17,18330
6142,51.55,29.62,46573
6143,17.65,65.77,55661
6144,89.54,9.16,1463
6146,41.82,29.89,20986
6147,60.64,30.09,154489
6148,33.68,52.96,28281
6149,35.09,46.94,3069
6150,12.01,74.31,39938
6151,22.50,47.33,19129
6152,16.52,60.10,40756
6153,40.76,42.11,80503
6154,54.44,27.91,10648
6155,48.65,40.82,15864
6156,32.83,47.13,38087
6158,32.85,43.33,36315
6160,29.99,51.33,48868
6161,35.28,48.50,23048
6162,43.90,33.76,3799
6163,35.21,46.53,46592
6164,14.76,60.03,46397
6165,38.38,35.42,41361
6166,65.94,18.02,16009
6167,36.49,42.62,25491
6168,49.12,41.16,32711
6169,26.44,59.51,40783
6170,54.92,33.60,33232
6171,78.37,8.73,2332
6172,85.37,7.75,1899
6173,58.98,30.26,54389
6174,56.73,32.45,9454
6175,57.40,34.43,22189
6176,34.02,45.45,61614
6177,67.61,15.44,20052
6179,40.35,37.21,48376
6180,46.53,43.93,57088
6181,7.17,64.41,3938
6182,22.90,67.60,240462
6183,71.05,13.81,37055
6184,67.84,19.90,7731
6185,37.53,35.53,46759
6186,48.62,35.47,61489
6187,30.64,28.86,52535
6188,36.84,49.88,68040
6189,24.45,55.92,63741
6190,26.90,55.70,60840
6191,53.40,35.87,80424
6192,45.52,28.86,8295
6193,56.69,31.60,8867
6194,39.23,28.14,4818
6195,52.40,40.09,11103
6196,65.84,20.30,33815
6197,35.79,48.15,51954
6198,93.58,4.08,6480
6199,79.08,10.09,1858
6201,61.43,24.89,5938
6202,34.46,50.18,56904
6203,52.21,36.57,10036
6204,25.64,66.53,22644
6205,39.45,44.55,12559
6206,45.46,33.82,16076
6207,7.86,75.61,68586
6208,52.09,29.31,12125
6209,30.01,55.80,62635
6210,36.44,33.84,3065
6212,86.12,3.71,964
6213,55.69,27.74,77758
6214,60.27,25.85,47789
6215,26.40,60.57,56140
6216,29.96,52.23,32397
6217,16.07,68.20,85490
6218,42.17,34.53,27770
6219,67.28,20.50,5797
6220,53.65,22.80,34517
6221,72.35,18.71,32316
6222,84.51,7.42,1838
6223,38.82,29.58,70560
6224,28.93,44.00,42001
6225,62.15,19.75,5571
6226,24.98,56.92,51912
6227,67.60,21.35,7093
6228,75.50,15.74,1852
6229,32.80,48.56,30475
6230,87.81,11.05,7502
6231,25.31,54.58,25627
6232,13.45,63.73,36850
6233,18.73,62.11,62027
6234,50.22,39.89,30728
6235,35.47,51.65,61076
6236,87.98,5.52,912
6237,12.70,73.28,72288
6239,56.13,32.34,187494
6240,70.93,9.49,1043
6241,52.92,33.38,5760
6242,55.47,26.03,3105
6243,17.67,73.27,59455
6244,26.23,57.30,94216
6245,41.60,40.60,19577
6246,53.99,27.96,32785
6248,43.62,40.34,32375
6249,0.00,55.60,207
6250,67.95,21.11,1161
6252,0.00,41.67,30
6253,0.00,69.18,452
6254,36.43,22.16,518
6256,0.00,94.31,456
6257,37.89,42.39,118281
6258,0.00,99.98,33
6259,41.09,48.52,9674
6261,30.67,52.09,54912
6262,16.81,54.41,1343
6263,40.96,45.24,11046
6264,67.49,16.47,4127
6265,37.61,46.16,37161
6266,31.60,47.67,45760
6267,0.00,99.98,11
6268,0.00,100.00,3
6269,25.29,57.60,82622
6270,36.56,50.26,33788
6271,40.38,41.43,65281
6272,34.80,36.29,5281
6274,53.87,27.45,123028
6275,23.41,61.69,36767
6276,48.78,46.57,29888
6277,43.65,34.23,9899
6278,52.11,29.37,43305
6279,38.66,40.89,19888
6280,99.95,0.04,172
6281,43.58,33.55,10323
6282,36.90,52.77,162261
6283,57.40,28.10,15194
6284,45.62,44.53,53747
6285,56.23,29.62,91094
6287,93.08,4.62,4209
6289,0.00,67.62,10246
6290,28.95,51.79,58765
6291,62.85,25.02,10955
6292,39.72,42.84,6882
6293,0.00,99.99,12
6294,33.46,54.07,12154
6295,0.00,69.69,348
6296,0.00,99.98,13
6297,99.90,0.08,21
6299,98.35,1.61,123
6402,48.90,20.82,2012
6403,41.54,40.82,2578
6404,63.48,25.63,9031
6405,37.41,33.92,6577
6406,53.35,23.25,1072
6407,30.16,44.26,5802
6409,53.30,20.30,18224
6411,21.80,51.83,56145
6412,74.21,17.59,23875
6414,48.28,24.74,20570
6415,65.12,10.33,27400
6416,37.88,37.40,22555
6417,54.18,14.83,1586
6418,52.61,28.24,2353
6419,32.17,52.50,27117
6423,23.04,41.63,3289
6425,34.27,48.37,9440
6426,38.79,31.04,17474
6427,100.00,0.00,1
6428,89.36,5.70,977
6429,11.88,38.16,268
6431,65.33,16.56,17633
6432,16.62,59.32,36173
6434,83.97,12.23,9034
6435,48.37,40.97,10391
6436,98.56,1.41,17
6437,40.87,18.18,403
6438,21.78,54.54,46105
6441,41.86,46.52,35100
6442,37.99,31.39,68594
6443,13.27,77.49,157637
6446,42.44,29.19,71575
6449,62.00,22.00,32710
6451,59.72,29.30,33897
6452,30.51,48.90,11638
6453,0.00,90.70,621
6455,51.48,13.95,563
6456,45.79,41.94,35651
6458,63.74,24.64,2714
6461,52.73,26.76,8398
6462,20.62,59.00,46650
6464,79.66,6.75,2164
6465,55.17,23.63,3253
6467,21.86,51.63,5910
6468,98.55,1.42,162
6469,40.80,44.07,29660
6470,40.01,53.67,27256
6471,0.00,99.96,359
6472,45.53,36.51,31192
6473,64.55,10.75,9752
6474,44.60,17.08,1618
6475,56.66,17.26,928
6477,37.23,50.64,30237
6479,79.32,6.66,876
6481,91.60,2.67,107
6482,65.78,27.73,2052
6483,18.76,30.32,17119
6484,100.00,0.00,1
6485,19.10,60.60,40973
6486,40.50,46.79,30406
6488,69.14,15.97,117277
6489,36.92,15.71,278
6490,64.16,14.48,425
6491,52.20,24.43,9219
6492,34.02,46.47,47279
6493,80.37,13.83,1069
6494,5.22,66.18,38293
6495,43.12,30.64,12152
6496,62.53,29.71,10154
6497,96.46,2.47,1556
6498,54.69,22.98,6791
6499,36.27,41.69,7738
6502,90.96,5.43,134
6503,80.41,8.81,77
6504,64.54,22.90,5119
6505,95.45,3.29,89833
6506,44.06,24.09,4256
6508,59.77,33.99,15055
6509,28.52,50.49,55823
6510,43.97,27.65,17070
6511,57.36,15.84,642
6512,17.69,32.35,6623
6515,36.30,30.81,47392
6516,43.18,31.30,3710
6517,17.96,65.78,22270
6518,74.10,10.67,516
6523,61.69,32.34,6145
6525,59.06,24.44,13383
6526,76.25,15.45,20794
6527,34.29,28.12,2126
6529,41.45,14.16,399
6530,8.93,69.25,35971
6531,51.81,22.35,44831
6532,18.46,48.28,29542
6533,15.87,68.18,35143
6534,76.76,10.20,1918
6535,55.97,24.09,10894
6536O,58.26,16.51,1177
6538,23.61,28.59,36755
6539,75.51,7.96,1012
6540,98.57,0.53,131
6541,65.58,21.57,11984
6542,77.61,11.19,885
6543,49.80,12.15,12315
6545,37.79,43.97,1238
6546,29.91,48.28,12452
6547,28.74,46.58,50051
6548,85.04,9.86,29654
6549,16.14,43.70,25459
6550,73.07,17.48,25370
6551,79.32,12.20,1188
6552,55.76,35.08,7645
6555,64.58,21.33,4533
6556,63.65,14.85,1412
6558,38.61,52.22,46853
6559,31.62,36.95,1894
6560,32.29,42.46,3355
6561,70.07,20.11,7159
6562,50.33,36.38,11455
6563,10.33,35.23,1137
6564,59.59,27.09,3664
6565,28.73,29.10,1184
6566,79.36,8.85,663
6567,80.22,6.46,630
6568,29.94,42.25,24752
6569,60.79,24.08,4159
6570,29.84,40.28,7987
6572,64.99,22.99,4296
6573,59.23,30.64,5922
6574,75.44,15.66,2906
6575,51.06,31.22,6887
6576,60.81,21.77,30177
6577,68.34,20.30,3750
6578,57.44,25.77,18694
6579,82.48,11.74,7858
6580,44.53,26.50,3859
6581,86.88,6.48,2296
6582,71.21,20.06,9162
6583,53.46,8.48,313
6584,62.72,19.32,14615
6585,72.39,18.07,4415
6586,56.11,27.23,29257
6587,100.00,0.00,1
6588,18.13,60.72,41087
6589,50.25,31.64,22779
6590,28.77,28.70,2330
6591,20.08,63.80,44575
6592,75.70,15.99,25164
6592A,75.84,10.45,3574
6592B,67.19,13.54,5103
6593,29.85,49.13,34810
6595,57.30,7.58,8939
6596,22.73,63.96,17200
6597,72.45,11.01,928
6598,37.26,29.41,37012
6599,71.03,11.46,297
6601,84.46,6.94,361
6602,0.00,99.95,404
6603,39.04,33.02,24205
6604,78.45,10.62,996
6605,58.37,23.99,15750
6606,61.06,16.68,9541
6607,76.22,7.93,68
6608,93.72,3.17,313
6609,55.77,35.46,9455
6610,79.01,12.96,3676
6611,91.68,8.30,459
6612,44.56,23.26,2747
6613,55.52,33.36,10916
6614,73.63,19.41,3967
6615,35.88,41.53,5217
6616,53.92,25.88,1551
6617,59.79,23.04,7126
6618,17.46,50.36,35540
6620,50.19,24.46,19332
6621,23.52,42.29,32182
6622,53.34,14.16,923
6624,59.54,15.71,857
6625,44.07,38.19,10468
6626,59.56,15.30,424
6627,65.81,7.09,267
6629,79.95,7.93,945
6633,95.66,4.32,1367
6634,51.25,22.37,2237
6635,100.00,0.00,1
6637,53.80,34.31,3344
6638,56.74,20.94,1137
6639,59.55,12.64,913
6640,63.77,26.20,13343
6641,49.83,23.24,1982
6642,46.24,25.94,3236
6643,33.41,52.90,22811
6645,26.16,38.54,6613
6648,54.02,22.32,9199
6649,35.26,25.48,18407
6650,61.87,7.83,481
6651,32.44,26.63,3443
6652,69.50,10.53,1689
6653,95.45,2.30,282
6654,71.17,11.17,3381
6655,76.44,6.84,978
6656,82.40,2.61,66
6657,21.76,44.36,15835
6658,31.49,44.24,10944
6659,70.62,9.72,1122
6660,100.00,0.00,1
6661,61.90,21.73,1286
6662,40.18,28.39,4668
6664,36.54,35.65,17235
6665,59.37,24.66,1826
6666,77.96,16.18,2183
6667,50.43,40.11,13156
6668,52.32,36.34,14438
6669,53.30,24.73,177902
6670,65.51,11.78,5990
6671,56.60,13.84,1385
6672,17.61,58.86,55432
6673,25.42,61.90,3107
6674,81.38,12.06,1778
6676,55.07,22.81,4356
6677,57.04,22.48,1933
6679,43.83,32.84,7129
6680,63.64,13.94,928
6681,0.00,100.00,7
6682,47.70,37.00,11158
6683,11.24,50.07,30044
6684,31.51,55.62,23854
6688,49.80,13.30,197
6689,33.95,43.22,10300
6690,59.73,35.44,5563
6691,54.27,21.56,18075
6692,61.91,17.47,2112
6693,31.39,38.18,6851
6695,45.07,39.08,22676
6696,52.27,20.85,29720
6697,61.11,29.06,2194
6698,31.08,47.47,35852
6699,75.24,6.12,762
6701,97.98,1.61,758
6702,75.46,12.80,11477
6703,38.72,41.15,23340
6704,32.39,33.04,3567
6705,54.99,12.94,656
6706,15.35,60.92,50048
6707,71.73,14.33,1495
6708,42.81,34.24,2279
6709,53.12,20.27,1949
6712,31.11,45.27,29002
6713,37.76,24.80,885
6715,65.47,13.81,6120
6716,22.24,33.45,3211
6717,56.28,14.58,427
6719,43.05,42.74,26707
6720,25.49,20.85,1362
6721,37.77,28.43,1641
6722,74.10,15.27,2556
6723,42.18,27.86,1230
6724,62.32,23.52,1841
6725,58.66,27.73,6397
6726,100.00,0.00,1
6727,4.80,47.20,40455
6728,59.01,27.34,2898
6729,31.19,28.95,1500
6730,60.56,14.42,994
6731,99.44,0.54,186
6732,46.31,42.88,9478
6733,40.25,38.19,7302
6734,46.05,28.59,2204
6735,35.59,34.36,5214
6736,93.39,6.59,850
6737,76.41,12.92,1365
6738,45.89,16.64,535
6739,48.11,32.94,11079
6741,58.33,21.72,6760
6742,25.94,49.23,41114
6743,58.02,26.56,8976
6744,52.96,13.71,418
6746,97.59,0.40,6
6748,26.77,47.62,6909
6749,100.00,0.00,1
6750,40.28,23.56,1843
6751,56.93,29.51,2414
6752,21.07,29.19,3707
6753,51.34,32.49,17112
6754,81.35,13.84,2192
6755,40.99,21.06,1238
6756,58.12,31.06,8283
6757,72.94,22.02,134836
6758,74.89,9.23,250
6760,100.00,0.00,1
6761,29.93,48.73,12952
6762,61.86,11.08,911
6763,57.30,34.09,18067
6764,98.27,1.69,255
6767,51.86,25.66,1465
6768,76.18,13.75,7066
6770,42.60,45.31,669631
6771,18.13,35.25,1766
6772,96.66,1.24,9
6775,56.44,22.51,4191
6776,61.35,27.09,7465
6778,100.00,0.00,1
6779,100.00,0.00,1
6780,53.37,6.37,237
6781,67.69,23.38,28463
6782,35.54,25.11,6282
6784,30.34,27.22,895
6785,54.52,24.53,4453
6786,0.00,70.33,17433
6787,9.83,55.82,19693
6788,14.22,62.11,27976
6789,69.20,22.72,54278
6790,75.33,16.41,11106
6791,56.02,19.56,1962
6792,48.08,33.68,3987
6793,22.40,40.12,23749
6794,67.21,10.39,1148
6796,33.96,33.84,3016
6797,29.99,42.77,26743
6798,55.68,11.63,5881
6799,21.07,57.34,30264
6803,54.28,39.97,14712
6804,47.17,24.01,2182
6805,51.27,18.94,18357
6806,58.45,34.75,30964
6807,73.55,8.66,970
6808,44.16,25.60,2201
6810,21.39,39.66,25163
6811,61.94,25.30,5353
6812,26.29,43.05,7335
6813,48.86,23.93,633
6814,73.55,9.81,728
6815,49.84,19.29,8314
6816,61.98,21.16,434
6817,54.89,30.06,1097
6818,55.91,23.59,1383
6819,41.13,23.18,1287
6820,71.90,17.86,1613
6821,39.67,36.97,3921
6822,100.00,0.00,1
6823,50.99,32.67,2491
6824,100.00,0.00,1
6825,61.71,13.03,586
6826,68.07,19.34,7054
6827,49.26,20.92,1502
6829,63.00,26.20,11013
6830,17.64,52.16,26051
6831,37.85,22.48,11652
6832,82.84,9.29,3574
6833,79.30,11.04,903
6834,47.80,30.85,11749
6835,68.85,14.71,2111
6837,41.11,23.11,1001
6838,54.11,25.85,6731
6839,74.27,6.79,902
6840,37.60,29.47,1964
6841,37.03,42.94,11958
6842,27.41,40.85,2152
6843,55.90,18.22,1214
6844,55.96,23.40,3345
6846,64.19,22.05,1470
6847,19.67,29.24,638
6848,29.84,24.69,525
6849,37.37,37.03,6117
6850,41.06,21.34,926
6851,100.00,0.00,1
6854,54.65,23.22,6114
6855,41.79,15.54,1987
6856,74.28,11.75,938
6857,94.62,3.26,417
6858,82.20,6.96,336
6859,55.88,20.42,2525
6861,48.55,40.86,13442
6862,68.91,25.92,6327
6863,72.27,17.44,4473
6864,12.23,37.27,4230
6865,36.26,36.57,1401
6866,99.73,0.00,2
6867,78.62,9.33,811
6868,27.27,16.88,491
6869,45.88,37.06,20706
6870,60.15,15.78,2446
6872,42.90,29.06,2915
6873,53.86,28.77,11606
6874,39.58,34.35,2886
6875,52.59,25.29,4751
6876,16.73,40.76,20199
6877,58.97,15.84,3225
6878,84.69,6.59,1112
6879,80.25,5.18,350
6881,49.96,20.04,952
6882,31.49,25.52,818
6883,80.38,5.85,689
6884,69.21,19.44,1312
6885,22.46,44.22,22439
6886,84.94,6.32,14392
6887,82.02,5.62,858
6890,91.97,5.94,7466
6891,73.74,16.81,5739
6892,36.89,22.72,2588
6894,55.07,20.71,2781
6895,50.99,26.05,2866
6897,100.00,0.00,1
6898,45.84,24.42,1565
6899,61.26,14.54,1979
6901,80.53,13.55,23692
6902,58.93,15.38,6816
6903,65.51,25.83,9782
6904,64.36,8.36,599
6905,100.00,0.00,2
6906,47.80,33.37,3391
6907,62.26,28.15,7347
6908,86.39,9.20,1186
6909,20.73,45.92,12820
6910,49.55,27.04,1587
6911,44.33,20.86,939
6912,69.43,12.95,2014
6913,42.24,24.19,4253
6914,67.03,19.52,4555
6915,84.80,10.29,1126
6916,72.70,14.28,2071
6917,28.68,34.09,2555
6918,27.66,28.97,2008
6919,66.99,18.37,66259
6920,57.00,27.35,12269
6921,75.17,13.79,876
6922,56.68,23.04,3088
6923,55.25,17.87,3478
6924,73.08,10.99,599
6925,41.69,34.35,3029
6926,60.92,7.77,688
6927,52.75,20.81,1294
6928,76.07,16.82,4327
6929,86.91,8.72,1539
6930,100.00,0.00,1
6931,49.75,17.59,3340
6932,74.55,11.42,5269
6933,60.09,22.24,4496
6934,57.46,20.23,1576
6935,72.81,9.19,579
6936,64.77,18.09,3781
6937,54.42,24.83,8453
6938,54.14,14.62,666
6939,56.07,18.29,662
6940,39.84,26.45,9252
6942,100.00,0.00,1
6943,100.00,0.00,1
6944,36.28,26.52,17379
6945,52.32,25.55,5565
6946,90.82,3.58,1890
6947,60.13,19.82,5655
6949,89.42,3.51,8269
6950,89.71,2.19,435
6951,63.90,24.32,4542
6952,79.94,10.18,2413
6953,56.20,24.11,3114
6954,100.00,0.00,1
6955,49.64,12.99,513
6957,54.12,12.57,1872
6958,93.04,3.99,3393
6958A,83.86,11.72,1326
6959,33.17,39.21,4016
6961,33.34,39.65,3764
6962,46.53,36.16,32778
6963,85.35,5.70,207
6965,91.01,5.12,2336
6967,39.25,24.46,1738
6968,44.13,28.14,3511
6969,40.67,26.48,1741
6971,61.37,21.01,1621
6972,63.73,6.68,355
6973,41.45,15.73,882
6976,73.74,11.89,5978
6977,15.91,34.91,1818
6978,98.31,1.65,35
6979,39.60,13.95,432
6980,72.41,18.57,2341
6982,53.53,25.33,2747
6983,16.01,33.15,3340
6984,27.71,14.07,343
6985,100.00,0.00,1
6986,36.71,26.71,1942
6987,86.94,5.06,1146
6988,64.86,11.02,456
6990,76.26,15.67,5577
6991,100.00,0.00,1
6992,43.34,11.20,464
6993,100.00,0.00,1
6994,36.98,41.81,6872
6995,28.93,25.83,3715
6996,55.68,25.92,2460
6997,77.74,11.93,747
6999,57.30,8.83,257
7402,26.96,51.93,21153
7415,33.05,14.96,2527
7418,85.31,0.76,260
7419,39.37,39.34,4706
7421,0.00,99.96,537
7422,78.47,12.08,241
7426,100.00,0.00,1
7427,19.64,52.60,5171
7443,73.22,9.49,348
7452,87.89,12.08,109
7455,73.87,7.86,267
7507,70.21,10.73,1115
7516,14.79,44.92,24233
7530,45.99,35.47,3392
7547,66.12,20.82,2011
7551,42.93,21.47,441
7555,86.14,7.48,417
7556,54.58,26.88,2695
7558,22.51,23.23,813
7561,55.15,16.14,735
7562,63.04,10.22,279
7566,55.01,16.83,7897
7570,100.00,0.00,1
7575,32.69,18.78,559
7578,44.44,20.32,1757
7583,72.97,8.46,457
7584,51.83,22.44,970
7590,77.30,12.60,2525
7595,45.91,12.42,824
7607,62.37,12.94,675
7610,39.66,39.31,21976
7631,52.83,19.69,1243
7642,78.35,15.74,2052
7660,100.00,0.00,1
7669,4.94,35.82,3670
7686,85.86,6.54,1841
7689,81.71,12.84,7706
7702,87.96,4.35,354
7703,46.66,31.09,4314
7704,42.11,20.76,1609
7705,61.81,23.07,13787
7706,91.29,5.31,241
7707,39.85,31.59,3288
7708,61.96,26.34,3002
7709,77.39,16.47,2655
7710,97.54,0.92,309
7711,52.68,25.32,9622
7712,35.55,29.63,4433
7713,78.28,6.31,764
7714,47.95,26.49,2779
7715,39.76,28.99,2106
7716,66.12,10.33,547
7717,35.38,36.34,9697
7718,65.72,12.94,1027
7719,11.31,63.49,16140
7720,100.00,0.00,1
7721,52.76,23.47,3480
7722,83.64,14.62,20613
7723,47.21,31.86,4402
7724,70.85,6.41,298
7725,79.54,9.28,299
7726,80.37,5.83,181
7728,45.73,34.38,3373
7729,45.32,27.85,17159
7730,60.72,14.90,1209
7731,67.42,18.51,9024
7732,84.44,6.50,875
7734,67.31,19.06,14138
7735,87.50,3.79,2774
7736,76.73,10.50,1564
7737,56.78,9.92,372
7738,32.17,19.72,1663
7740,54.10,22.84,2834
7742,65.00,26.46,7319
7743,57.39,11.74,926
7744,61.78,12.93,2480
7745,56.71,22.51,546
7746,92.41,2.03,27
7747,76.63,7.68,953
7748,50.07,14.94,212
7749,28.99,33.89,7963
7750,61.59,13.40,11126
7751,36.95,27.49,10641
7752,81.66,7.47,2205
7753,65.34,18.57,2360
7754,56.35,14.52,1795
7756,59.42,5.39,263
7757,40.98,22.75,2627
7758,80.09,9.61,377
7759,73.50,10.34,1022
7760,49.88,13.77,1494
7761,34.23,24.46,1435
7762,39.54,20.52,1432
7763,76.51,10.93,2901
7764,68.92,12.70,777
7765,56.68,28.62,6158
7767,55.70,16.58,1091
7768,55.54,22.15,6529
7769,56.92,17.49,59892
7770,62.44,13.79,1090
7771,75.70,11.31,516
7772,52.82,33.43,5265
7773,42.81,23.20,986
7775,100.00,0.00,1
7776,63.72,15.50,1081
7777,59.53,29.35,19114
7779,56.73,12.92,369
7780,73.52,21.05,43370
7781,69.03,18.27,17570
7782,65.80,17.36,1111
7783,89.51,4.85,1166
7784,82.12,7.22,1452
7785,72.06,4.18,221
7786,77.76,14.00,6395
7788,55.71,15.99,8443
7789,42.62,6.58,177
7790,32.02,14.02,397
7791,70.07,14.02,4655
7792,62.01,21.68,3954
7793,100.00,0.00,1
7794,71.58,13.37,1247
7795,64.73,19.31,16857
7796,45.59,32.68,2343
7797,62.68,12.76,694
7798,88.66,2.49,782
7799,70.56,14.44,11548
7801,67.37,22.01,1279
7803,70.37,15.20,2092
7805,68.65,21.41,4531
7806,58.33,9.38,347
7808,76.94,14.51,1073
7810,36.34,34.96,3189
7811,65.17,13.41,1246
7812,53.06,27.73,2779
7813,27.41,34.04,1806
7814,71.66,18.23,1572
7815,50.32,25.88,4109
7816,71.83,16.29,1131
7817,100.00,0.00,1
7818,89.00,7.19,3902
7819,55.40,33.93,2657
7820,66.01,17.37,1928
7821,74.53,14.11,9811
7822,63.73,25.98,17064
7823,62.35,14.86,989
7824,67.20,6.52,380
7825,24.81,45.74,4192
7826,60.74,3.56,126
7827,73.96,12.91,2760
7828,53.54,25.26,14105
7829,70.79,8.44,1066
7830,100.00,0.00,1
7831,56.06,2.07,72
7832,87.67,4.16,2208
7833,57.31,9.18,541
7834,61.04,9.95,259
7835,55.34,9.40,573
7836,61.53,9.35,582
7837,67.76,12.66,333
7839,55.95,12.07,485
7840,76.24,4.28,229
7841,66.53,9.50,358
7842,62.30,24.63,1613
7843,61.47,15.50,1067
7844,100.00,0.00,1
7846,75.12,9.99,469
7847,43.49,17.27,543
7848,51.35,12.96,1315
7849,95.78,1.80,171
7850,54.14,13.61,1523
7851,74.31,7.35,535
7853,19.13,59.54,15180
7854,79.77,8.28,829
7855,73.39,19.77,14043
7856,61.08,21.77,8143
7857,75.92,8.07,621
7858,30.41,32.76,4057
7859,100.00,0.00,1
7860,89.34,3.64,147
7861,66.90,11.46,3999
7862,84.22,7.72,601
7863,96.02,0.76,118
7864,100.00,0.00,3
7865,35.32,19.07,869
7866,45.73,25.44,4789
7867,83.91,2.84,695
7868,40.21,26.90,1076
7869,86.50,5.14,452
7870,49.14,7.12,2420
7871,48.34,31.39,6333
7872,61.32,20.42,1211
7873,76.10,8.90,2875
7875,96.46,2.52,338
7876,74.78,10.52,1445
7877,57.48,10.35,383
7878,27.55,23.22,3123
7879,49.58,20.57,3202
7880,35.84,18.92,1436
7881,82.39,6.66,405
7882,78.01,8.36,2181
7883,58.49,14.30,2072
7884,100.00,0.00,1
7885,57.39,12.60,460
7886,43.22,18.68,1569
7887,28.88,39.44,13958
7888,62.01,6.32,542
7889,45.61,5.96,194
7890,65.96,9.39,418
7891,53.57,16.58,190
7892,63.38,14.85,5899
7893,80.01,10.14,1366
7894,38.97,13.32,862
7895,65.58,13.04,13083
7896,80.82,4.20,600
7897,98.36,0.47,204
7898,64.02,16.95,3175
7899,11.82,39.99,8495
7901,75.09,9.64,2239
7902,85.66,6.99,1736
7904,85.92,5.98,99
7906,100.00,0.00,1
7907,65.16,10.67,2135
7909,76.12,10.72,4811
7911,49.09,20.44,1818
7912,72.33,10.30,2243
7913,86.43,7.73,1186
7914,93.80,1.09,81
7915,70.84,6.48,1688
7916,100.00,0.00,1
7917,70.07,11.59,2106
7918,77.07,16.62,14867
7919,42.07,22.83,602
